fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.145620427,0.953885038,0.073492698,2,0.085980657,11.85437957,66.41751829,0.99577669,3.341262774,0.582525549,9.458248171,4
7.781368935,0.742547574,0.20076683,2.874524258,0.082186311,9.178074461,50.61090634,0.996840659,3.32279466,0.487287702,9.508491914,4
7.969949021,0.817979608,0.260483857,2.120203916,0.08030051,10.74957518,61.2971112,0.996564075,3.294507647,0.481001699,9.759932028,4
7.778696168,0.862089056,0.219100119,2,0.081549127,11.22130383,63.88521533,0.996327466,3.30327823,0.50655646,9.711478467,4
7.436027182,0.911776059,0.140286252,2,0.08394781,11.56397282,65.25589127,0.996029344,3.323838369,0.547676738,9.574410873,4
7.929709263,0.801883705,0.247741267,2.281162949,0.080702907,10.41424386,59.01685823,0.996623093,3.300543611,0.482343025,9.706279017,4
7.618862357,0.677544943,0.149306413,3.524550572,0.083811376,7.823852976,41.40220024,0.997079002,3.347170646,0.492704588,9.291816476,4
7.023132632,0.740932681,0.235522328,2.028731393,0.072529838,10.1380582,63.57462786,0.995623581,3.465261498,0.502985115,10.74813597,4
7.748148528,0.807037072,0.261111125,2.007407396,0.078074077,10.77777811,63.14814792,0.996288889,3.335185117,0.485925917,10.04444408,4
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4
5.384731576,0.591549055,0.177696409,2.07691966,0.060000889,8.692410214,64.53839319,0.994120107,3.759209923,0.541535728,12.33834876,4
7.583585231,0.818066107,0.022698121,1.751320805,0.060677356,4,8,0.996411397,3.352698121,0.339735839,9.416414769,4
6.931020741,0.593448963,0.297918667,1.875850617,0.093826556,3.448298765,8.551701235,0.995741995,3.33,0.480340247,10.34482988,4
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
7.181235812,0.580938209,0.523112231,2.084363177,0.112592686,3.031273646,8.968726354,0.997088986,3.33,0.563745271,10.30312736,4
6.908704854,0.67530295,0.007123958,1.647493054,0.066387882,4,8,0.994729387,3.337123958,0.360501389,10.09129515,4
7.557591809,0.812567498,0.022098273,1.747321817,0.0608973,4,8,0.996346613,3.352098273,0.340535637,9.442408191,4
6.640707601,0.60898231,0.00407076,1.742476604,0.069865037,4.101769003,9.068574532,0.994135043,3.332544225,0.376614985,10.3287617,4
7.151832948,0.582408353,0.496649653,2.05986079,0.110387471,3.08027842,8.91972158,0.996930701,3.33,0.553944316,10.30802784,4
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
6.843014883,0.597849256,0.218713394,1.802512402,0.087226116,3.594975196,8.405024804,0.99526823,3.33,0.451004961,10.35949752,4
6.634743893,0.584521145,0.027795114,1.657906488,0.072821828,4,7.884187024,0.994036437,3.342739427,0.394320725,10.51581298,4
6.502190196,0.568321324,0.09,3.9,0.108948848,14.25547549,30.48904902,0.996401458,3.477007206,0.631678676,11.02554755,4
6.822129698,0.555327782,0.085778703,4.111064849,0.107381201,10.62296242,30.1557406,0.997053278,3.449344436,0.598237951,10.1557406,4
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
6.635983965,0.544159038,0.08764016,4.017991982,0.114268593,12.11212828,30.52803207,0.99694159,3.471681924,0.629882726,10.52803207,4
6.657612039,0.626604515,0.09,3.9,0.087578345,14.6440301,29.7119398,0.995795313,3.442037291,0.573395485,11.06440301,4
6.676029147,0.99924955,0.080799028,2.42784455,0.071474559,18.60048578,31.92009716,0.996505569,3.518401943,0.577990284,11,4
7.32335094,0.585401056,0.080766491,4.36167547,0.088836015,6.613192476,29.15329812,0.997354011,3.389197887,0.51303034,9.153298119,4
6.404503957,0.530270237,0.08995496,3.902251978,0.122833354,13.96396835,30.99099209,0.996802702,3.499459525,0.669234327,10.99099209,4
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
6.712367979,0.548742079,0.08687632,4.056183989,0.111442385,11.50105617,30.37526404,0.996987421,3.462515843,0.616897444,10.37526404,4
7.325079054,0.585504743,0.080749209,4.362539527,0.088772075,6.599367571,29.14984189,0.997355047,3.388990514,0.512736561,9.149841893,4
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
5.915496943,0.706761659,0.014225153,1.815496943,0.069483435,6,13,0.995852875,3.623192023,0.614741718,10.04741718,4
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
6.801990158,0.771107919,0,2.00738613,0.071113664,6,12.53693065,0.996677046,3.474232662,0.554431678,9.861079194,4
6.250906381,0.776727713,0.003393759,2.197570563,0.061102972,6,13.67875174,0.996672241,3.581091383,0.605333582,9.957578016,4
6.982913633,0.510980228,0,2.186990404,0.066089328,6.869904037,13.86990404,0.995361241,3.424718233,0.583902879,10.78291363,4
5.908532582,0.70484646,0.014573371,1.808532582,0.069715581,6,13,0.995833607,3.624004532,0.61485779,10.0485779,4
6.698092215,0.704060015,0.033206148,3.054676746,0.070791998,6,19.64122954,0.996955458,3.502833862,0.564341547,9.584923154,4
5.771177847,0.667073908,0.021441108,1.671177847,0.074294072,6,13,0.995453592,3.640029251,0.617147036,10.07147036,4
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
6.867482467,0.676534099,0.044498831,3.379341396,0.07446212,6,21.89976623,0.997062739,3.473190568,0.548814107,9.443764611,4
6.66157038,0.774348376,0,2.028989172,0.068521299,6,12.64494586,0.996668404,3.501236465,0.567393503,9.893483758,4
6.764647395,0.807269377,0.08646474,3.334358326,0.067646474,16.41410419,30.06057814,0.995678372,3.448887865,0.537676302,11.0646474,4
6.951836174,0.878105317,0.08,3.055508522,0.073835553,14.32304248,30.92070211,0.996810985,3.469632765,0.544816383,10.28046807,4
7.049798254,0.815129694,0.08,3.349394762,0.076494524,12.50374671,30.50086463,0.996939735,3.450040349,0.535020175,10.00057642,4
6.633840221,0.927528375,0.082205326,2.652852156,0.079349825,17.89733701,31.7794674,0.99655057,3.515589348,0.59205326,11,4
6.744880087,1.051220022,0.075511991,2.255119913,0.065653597,17.42919695,31.77559956,0.996103007,3.517755996,0.538583939,11.08976017,4
6.737897903,1.049474476,0.07621021,2.262102097,0.065863063,17.67357341,31.81051049,0.996161658,3.518105105,0.543471468,11.07579581,4
6.791713352,0.981041417,0.08,2.575140056,0.069489362,17.29675203,31.60694278,0.996600538,3.50165733,0.560828665,10.73796185,4
6.505220387,0.708874658,0.086492654,3.338824601,0.103358861,15.75367312,31.35073462,0.996687765,3.507014692,0.634926538,11,4
6.851427081,1.07785677,0.064857292,2.148572919,0.062457188,13.70005218,31.2428646,0.995208013,3.512428646,0.464001044,11.30285416,4
7.044588816,0.818478618,0.08,3.333766447,0.076353125,12.60049342,30.52319079,0.996932888,3.451082237,0.535541118,10.01546053,4
6.731622298,1.047905574,0.07683777,2.268377702,0.066051331,17.89321958,31.84188851,0.996214373,3.518418885,0.547864392,11.0632446,4
7.035640285,0.824231245,0.08,3.306920855,0.076110236,12.76668042,30.56154164,0.996921127,3.452871943,0.536435971,10.04102776,4
6.301808947,0.669865373,0.018918806,1.647749252,0.081477493,6,12.63062687,0.995622709,3.541800598,0.571981493,9.952250748,4
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
6.634059525,0.602765675,0.058723876,3.165984791,0.083446865,6,22.19164022,0.996370236,3.499146296,0.551062698,9.468074735,4
7.018354151,0.478164585,0.001632917,2.161898604,0.067707597,6.945569434,13.94556943,0.995159658,3.414151947,0.582177223,10.85645555,4
6.464525209,0.533547479,0.012709496,1.903445097,0.072507448,6.576350139,13.57635014,0.995089507,3.510148964,0.596945994,10.56108011,4
5.694571365,0.646007125,0.025271432,1.594571365,0.076847621,6,13,0.995241647,3.648966674,0.618423811,10.08423811,4
7.13083996,0.728770208,0.005828843,1.822282097,0.083222821,6,12.19429476,0.996381927,3.402174323,0.515258319,9.777717903,4
6.892634736,0.598456088,0.06590652,3.582578186,0.084308782,6,24.49008654,0.996717876,3.458923485,0.533824351,9.31005655,4
5.895009906,0.701127724,0.015249505,1.795009906,0.070166336,6,13,0.995796194,3.625582178,0.615083168,10.05083168,4
5.631802244,0.622259633,0.029497859,1.506695209,0.080066952,6,12.98326198,0.995009124,3.654643833,0.617824057,10.09330479,4
5.694811457,0.646073151,0.025259427,1.594811457,0.076839618,6,13,0.995242312,3.648938663,0.618419809,10.08419809,4
7.207054496,0.582469074,0.528947956,2.109405995,0.112683161,3.047029976,9,0.997169542,3.331175749,0.5695297,10.31410899,4
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
7.432113196,0.681135036,0.370888957,2.000522916,0.095430944,3.331590281,8.668409719,0.997193316,3.339947708,0.490418333,9.902091663,4
7.318081842,0.621328645,0.355005113,2.257442457,0.091958056,3.787212283,9,0.996847563,3.349680307,0.562127877,10.53616368,4
7.215265275,0.586651298,0.528878157,2.093457739,0.112778778,3.021807535,8.978192465,0.997190218,3.330654226,0.564766191,10.27383096,4
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
6.844864373,0.597756781,0.220377936,1.804053644,0.087364828,3.591892712,8.408107288,0.995278187,3.33,0.451621458,10.35918927,4
6.6802925,0.605985375,0.07226325,1.666910417,0.075021938,3.866179166,8.133820834,0.994392241,3.33,0.396764167,10.38661792,4
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
7.355401767,0.587770088,0.182575936,3.887120321,0.092243753,5.331026505,24.5401767,0.997353172,3.368850442,0.515609382,9.289888514,4
7.158298391,1.014930243,0.080474194,2.563040329,0.073308226,4.511854844,11.51185484,0.995858577,3.535118548,0.619525806,11.05355645,4
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4
7.200464565,0.781279247,0.065720922,2.286046118,0.058855816,4.572092235,9.855815529,0.996148837,3.444186165,0.588511699,10.9,4
7.397841754,0.591151065,0.079928058,4.391367016,0.085906476,5.992805846,28.93525262,0.997394676,3.380539562,0.500503591,9.006834446,4
6.70093561,0.80102917,0.040187122,2.066042927,0.071887727,3.669785365,11.66042927,0.995804425,3.559719317,0.633395707,11.09812878,4
7.103316682,0.748231103,0.070110556,3.213266729,0.073143723,5.011055607,20.09950046,0.996668181,3.454170829,0.569226107,9.939497173,4
6.58309749,0.671407239,0.016619498,2.144601673,0.086028301,3.276991634,12.44601673,0.995666947,3.595070753,0.625539833,11.33380502,4
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4
7.315574774,0.744279537,0.067365354,2.368267696,0.058526929,4.736535392,9.526929217,0.996214614,3.419519691,0.573711815,10.9,4
7.469149768,1.105965289,0.09823713,3.051521065,0.084854134,4.95592824,11.95592824,0.995805289,3.539559282,0.60176287,11.18677847,4
7.134253827,1.007888621,0.079100219,2.525256014,0.072415142,4.477505467,11.47750547,0.995862699,3.534775055,0.620899781,11.04325164,4
6.704299772,0.804729749,0.040859954,2.063800152,0.071484027,3.680999239,11.63800152,0.99580835,3.558710069,0.633619985,11.09140046,4
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
7.298880541,0.593965869,0.097430718,1.558102393,0.076301707,9,21.29051197,0.996220389,3.264637544,0.800389074,9.135474402,4
7.173235717,0.536924108,0.154460714,2.036617859,0.081772304,9.683089293,23.22769643,0.996334993,3.387723036,0.436830893,9.175233037,4
7.182039569,0.574374779,0.215186746,1.943390703,0.083301721,8.566092971,23,0.995925934,3.361796043,0.438678141,9.256105839,4
7.191589203,0.577570233,0.215700957,1.944859877,0.083345796,8.551401226,23,0.995928505,3.36084108,0.438971975,9.263084418,4
7.280202709,0.588629345,0.102233589,1.574111964,0.076568533,9,21.37055982,0.996203045,3.27050772,0.783045373,9.131472009,4
6.964918825,0.494282141,0.184419482,2.224594124,0.082519351,8.610487052,23.7790259,0.996051248,3.388701624,0.439088635,9.043508118,4
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
7.891407704,0.81174027,0.253383492,2.052524262,0.086575728,7.474757378,23,0.996116917,3.29085923,0.460504852,9.774490246,4
7.941233629,0.696923673,0.026461062,2.420616815,0.081132305,11.60308407,23.86769469,0.99769819,3.381323053,0.456030841,9.52723208,4
7.679194203,0.740730368,0.241956611,2.019876031,0.085596281,7.801239688,23,0.996059783,3.31208058,0.453975206,9.619411148,4
7.247507156,0.596281241,0.218711924,1.953462639,0.083603879,8.465373606,23,0.99594356,3.355249284,0.440692528,9.303947537,4
7.773851871,0.352522963,0.419632599,3.145866735,0.076990815,15.50459252,33.72014864,0.996515359,3.322247412,0.819632599,12.44678524,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
7.443065516,0.35913869,0.313780965,1.955035857,0.074344524,16.82773794,25.11970341,0.994457868,3.249474413,0.713780965,11.52058344,8
5.637019995,0.404623655,0.288325655,2.351459307,0.063953917,18.12135173,47.14439313,0.992930108,3.638725035,0.766359448,13.73640552,8
11.0173547,0.323469322,0.632449409,2.671426259,0.074020398,9.03059738,31.69386434,0.998228574,3.03826453,0.833469322,10.81019913,8
10.86413931,0.324773282,0.623973664,2.717064887,0.074215992,9.323988557,31.95465649,0.998182935,3.053586069,0.834773282,10.90799619,8
7.796590864,0.352068183,0.426909077,3.227727111,0.077172727,15.41363654,34.31136247,0.996656795,3.32724999,0.826909077,12.51045442,8
6.99231211,0.371909708,0.391140919,3.099206681,0.072366075,16.2519833,41.06894571,0.995547223,3.465808455,0.822440501,13.17559499,8
7.810006519,0.35179987,0.431202086,3.276023469,0.077280052,15.35997392,34.6601695,0.996740241,3.330201434,0.831202086,12.54801825,8
7.742452227,0.353150955,0.409584713,3.032828019,0.076739618,15.63019109,32.90375791,0.996320053,3.31533949,0.809584713,12.35886624,8
5.31300964,0.412444595,0.263745559,2.172694974,0.061942818,18.56826257,48.59685334,0.992304432,3.680064287,0.752952123,13.87047877,8
11.6092191,0.318432178,0.665190844,2.495126225,0.073264827,7.897240019,30.68643557,0.998404874,2.97907809,0.828432178,10.43241334,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
7.216873495,0.37927685,0.313615749,2.03856799,0.05653031,15,29.19283995,0.994782191,3.232892599,0.762410499,11.33615749,8
7.605895217,0.362604491,0.396977547,2.927760497,0.068756707,15,33.63880249,0.996216014,3.299582037,0.817985031,12.16977547,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
8.441843252,0.345388568,0.489974308,3.438599883,0.077308285,13.96242782,36.07771361,0.9974614,3.295815675,0.855388568,12.45414261,8
7.683393589,0.354332128,0.390685949,2.820216921,0.076267149,15.86642564,31.36823332,0.995952708,3.30234659,0.790685949,12.19350205,8
7.430149818,0.359397004,0.309647942,1.908539345,0.074241199,16.87940073,24.78389527,0.994377532,3.24663296,0.709647942,11.48441949,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
6.905802971,0.373997859,0.384578156,3.051477501,0.071829122,16.37130625,41.4567453,0.995380171,3.476845828,0.818860813,13.21139187,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
7.717311487,0.35365377,0.401539676,2.942321353,0.076538492,15.73075405,32.25009866,0.996163677,3.309808527,0.801539676,12.28847216,8
9.823484906,0.333629916,0.566405548,3.027047049,0.075544487,11.31673103,33.72598314,0.997872953,3.157651509,0.843629916,11.57224368,8
10.11506808,0.331148357,0.582535681,2.940192487,0.075172254,10.75838027,33.22967135,0.997959808,3.128493192,0.841148357,11.38612676,8
9.968525648,0.332395526,0.574429078,2.983843424,0.075359329,11.03899344,33.47910528,0.997916157,3.143147435,0.842395526,11.47966448,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
6.851009869,0.375320451,0.380421438,3.021246824,0.071489027,16.44688294,41.70236955,0.995274364,3.483836672,0.816593512,13.23406488,8
6.322880194,0.388068409,0.340356429,2.729864935,0.068210981,17.17533766,44.06984741,0.994254527,3.551218734,0.79473987,13.4526013,8
12.25344624,0.312949394,0.700828941,2.30322878,0.072442409,6.663613587,29.58987874,0.998596771,2.914655376,0.822949394,10.02120453,8
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
6.388109269,0.386493914,0.345304841,2.76585339,0.068615851,17.08536653,43.77744121,0.994380487,3.542896404,0.797439004,13.42560996,8
12.03230873,0.314831415,0.688595802,2.369099529,0.072724712,7.087068398,29.96628302,0.9985309,2.936769127,0.824831415,10.16235613,8
8.917736208,0.341338415,0.516300301,3.296844534,0.076700762,13.05114343,35.26768305,0.997603155,3.248226379,0.851338415,12.15038114,8
7.701380681,0.353972386,0.396441818,2.88497045,0.076411045,15.79447728,31.8358977,0.996064588,3.30630375,0.796441818,12.24386591,8
7.732201967,0.353355961,0.406304629,2.99592708,0.076657616,15.67119213,32.63725114,0.996256296,3.313084433,0.806304629,12.33016551,8
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
9.326344754,0.377273838,0.415635697,3.765403452,0.070136308,5.57273838,12.42726162,0.996202518,3.298728606,0.745544011,12.08453546,8
10.36992862,0.325244647,0.463985725,5.735678063,0.072475535,5,13.52446469,0.997530071,3.216014275,0.790280334,12.3202855,8
10.38596031,0.326447023,0.467192062,5.583377075,0.072355298,5,13.64470231,0.99751404,3.212807938,0.783466869,12.25615877,8
10.30755033,0.320566275,0.451510065,6.328271892,0.072943373,5,13.05662745,0.99759245,3.228489935,0.816791111,12.56979869,8
8.203071955,0.346211601,0.4587372,3.953583948,0.0773686,13.73720019,33.96928045,0.997337884,3.334846402,0.854948801,12.774744,8
10.39586576,0.327189932,0.469173153,5.489275256,0.072281007,5,13.71899322,0.997504134,3.210826847,0.779257051,12.21653695,8
9.803216936,0.349222533,0.43246648,5.055763474,0.071538873,5.292225332,12.70777467,0.99688697,3.26506704,0.782010707,12.3369972,8
9.545683102,0.364371582,0.423377051,4.358907217,0.070781421,5.443715822,12.55628418,0.996517333,3.283245899,0.762316943,12.20065576,8
10.43229142,0.329921856,0.476458283,5.143231552,0.072007814,5,13.99218562,0.997467709,3.203541717,0.763776148,12.07083434,8
9.919958922,0.324750513,0.451583504,5.956618742,0.073791752,6.583504493,16.80041078,0.997552495,3.249002054,0.826334018,12.63167009,8
10.44207461,0.330655596,0.478414923,5.05029116,0.07193444,5,14.06555961,0.997457925,3.201585077,0.759618289,12.03170154,8
10.31449774,0.32108733,0.452899548,6.262271493,0.072891267,5,13.10873303,0.997585502,3.227100452,0.813838462,12.54200905,8
9.793326048,0.326333424,0.452111141,5.80888039,0.074055571,7.111141465,18.06673952,0.997536666,3.255333698,0.828444566,12.64222283,8
9.185341819,0.385568128,0.410659123,3.383866098,0.069721594,5.655681283,12.34431872,0.996000138,3.308681754,0.734761433,12.00988685,8
10.40872326,0.328154245,0.471744653,5.367128997,0.072184576,5,13.81542448,0.997491277,3.208255347,0.773792613,12.16510695,8
9.994828843,0.337951245,0.439229253,5.574242752,0.072102438,5.179512445,12.82048755,0.99716199,3.251541493,0.796663382,12.4384388,8
10.62084152,0.344063114,0.514168305,3.352005518,0.070593689,5,15.40631143,0.997279158,3.165831695,0.683642352,11.3166339,8
9.184939186,0.33393826,0.454646087,5.099095717,0.075323043,9.646086725,24.15060814,0.997460617,3.285753041,0.838584347,12.69292173,8
10.67138628,0.347853971,0.524277255,2.871830384,0.070214603,5,15.78539707,0.997228614,3.155722745,0.662160833,11.1144549,8
9.916438603,0.324794517,0.451598172,5.952511704,0.073799086,6.598172486,16.83561397,0.997552055,3.24917807,0.82639269,12.63196345,8
10.29314733,0.320403098,0.449758141,6.38145749,0.072979845,5.00403098,12.99596902,0.997590164,3.230483718,0.819475973,12.59637212,8
9.813418643,0.348622433,0.43282654,5.083368093,0.071568878,5.286224328,12.71377567,0.996901613,3.264346919,0.782790837,12.34239811,8
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
10.500107,0.335008025,0.4900214,4.498983518,0.071499198,5,14.50080249,0.997399893,3.1899786,0.734954526,11.79957201,8
8.699022639,0.340012217,0.456670739,4.532193079,0.07633537,11.670739,29.00977361,0.997399878,3.310048868,0.846682956,12.73341478,8
10.06959988,0.333552948,0.441868231,5.776564387,0.072322353,5.135529481,12.86447052,0.997269308,3.246263538,0.802381167,12.47802347,8
9.907002129,0.324912473,0.451637491,5.941502484,0.073818746,6.63749113,16.92997871,0.997550875,3.249649894,0.826549965,12.63274982,8
9.428504614,0.330893692,0.453631231,5.383255383,0.074815615,8.631230776,21.71495386,0.997491063,3.273574769,0.834524923,12.67262462,8
10.60985351,0.343239013,0.511970702,3.456391653,0.070676099,5,15.32390133,0.997290146,3.168029298,0.688312258,11.36058596,8
9.695166781,0.327560415,0.452520138,5.694361245,0.074260069,7.520138412,19.04833219,0.997524396,3.260241661,0.830080554,12.65040277,8
9.924183479,0.342106854,0.436735887,5.383084708,0.071894657,5.221068542,12.77893146,0.997060593,3.256528225,0.79126109,12.40103831,8
8.647323669,0.417216255,0.391670247,1.92805228,0.068139187,5.972162548,12.02783745,0.995227923,3.346659506,0.693618869,11.72505371,8
10.67898732,0.348424049,0.525797464,2.799620479,0.070157595,5,15.84240488,0.997221013,3.154202536,0.65893039,11.08405073,8
10.6306652,0.34479989,0.516133039,3.258680631,0.070520011,5,15.47998898,0.997269335,3.163866961,0.679467291,11.27733921,8
10.33221477,0.322416108,0.456442955,6.093959655,0.072758389,5,13.2416108,0.997567785,3.223557045,0.806308721,12.47114091,8
5.783002215,0.825461067,0.070379792,1.420795706,0.046580474,13.24774237,87.41772023,0.992487758,3.535876981,0.812097632,12.85424945,8
5.04469688,0.452032764,0.225845988,1.95530312,0.058882578,18.4785364,52.8308024,0.991752146,3.708080832,0.745959584,13.91805572,8
5.357163743,0.675967349,0.126898148,1.642836257,0.051070906,14.83308967,72.62037037,0.992116691,3.624756335,0.787621832,13.34519981,8
5.594689847,0.84619439,0.051681548,1.405310153,0.045132754,12.06195178,87.66369032,0.992393805,3.561416041,0.81929198,12.90973528,8
5.552869741,0.680331066,0.040573948,1.588521037,0.044528697,19.5408415,87.52869741,0.991645916,3.531721844,0.82,13.41843285,8
9.883544188,0.275615666,0.527031057,1.886766385,0.081994245,41.2059831,74.37054122,0.994454154,2.995350993,0.635028774,11.82911395,8
5.581705447,0.78413961,0.046341089,1.473178211,0.044817054,14.92712845,87.81705447,0.992107287,3.549023268,0.82,13.10124008,8
5.576183617,0.832931592,0.057541855,1.423816383,0.04559541,12.2778578,86.49162908,0.992372214,3.566351035,0.816824482,12.94366337,8
5.423922635,0.723811222,0.105757832,1.576077365,0.049401934,14.05423593,76.84843354,0.992194576,3.606953964,0.796523018,13.2228085,8
7.502836348,0.436339924,0.389201262,3.220104333,0.072301565,14.48196045,45.80667229,0.996453869,3.386262768,0.853092806,12.81726798,8
5.537938838,0.626579818,0.037587768,1.648244646,0.044379388,21.92978586,87.37938838,0.991407021,3.522763303,0.82,13.58267278,8
5.595848053,0.835052992,0.049169611,1.416607787,0.044958481,12.66431148,87.95848053,0.992333569,3.557508832,0.82,12.94567141,8
5.537838203,0.626217531,0.037567641,1.648647188,0.044378382,21.94588753,87.37838203,0.991405411,3.522702922,0.82,13.58377977,8
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8
5.606579561,0.848569661,0.051172878,1.406293493,0.045094402,12.00858204,87.85410539,0.992414017,3.559399258,0.820114427,12.89971393,8
5.569877051,0.741557384,0.04397541,1.520491796,0.044698771,16.81967183,87.69877051,0.991918033,3.541926231,0.82,13.23135244,8
8.713389297,0.432522799,0.396718353,1.753794238,0.071888362,33.22765429,78.09376133,0.993893012,3.149598684,0.685558189,12.12165268,8
5.932665084,0.777681503,0.109301167,1.718201385,0.049773021,12.43391098,80.62351334,0.993108721,3.529626231,0.82578548,12.8855363,8
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8
6.413697594,0.673109219,0.195050441,2.178319437,0.056674792,13.06134469,69.95714032,0.99413353,3.485705872,0.834151262,12.86462184,8
5.146958053,0.525319938,0.193463283,1.853041947,0.056326049,17.28548938,59.30734335,0.991871451,3.680811186,0.759594407,13.7305769,8
5.518238186,0.555657469,0.033647637,1.727047257,0.044182382,25.08189027,87.18238186,0.991091811,3.510942911,0.82,13.79937996,8
5.574895443,0.759623596,0.044979089,1.500418227,0.044748954,16.01672906,87.74895443,0.991998327,3.544937266,0.82,13.17615012,8
6.666935246,0.618057555,0.240192805,2.420546757,0.060308201,13.39165467,64.34187064,0.994673036,3.462584173,0.838555396,12.85361151,8
7.171089701,0.639331154,0.224962262,1.578532921,0.058568502,22.71197524,83.00107822,0.993153409,3.352901812,0.75215749,12.50722757,8
5.559230716,0.703230578,0.041846143,1.563077136,0.044592307,18.52308542,87.59230716,0.991747691,3.53553843,0.82,13.34846212,8
7.41517641,0.455396433,0.373574925,3.136255697,0.071043835,14.3676214,47.75043612,0.996267115,3.394266502,0.851568285,12.82107929,8
5.518624899,0.557049637,0.03372498,1.725500403,0.044186249,25.02001612,87.18624899,0.991097998,3.51117494,0.82,13.79512611,8
5.555710031,0.690556111,0.041142006,1.577159877,0.0445571,19.08639507,87.55710031,0.99169136,3.533426019,0.82,13.38718966,8
5.005999728,0.424299805,0.238100086,1.994000272,0.059850007,18.93000317,50.37998279,0.991707,3.718400072,0.740799964,13.9890005,8
5.533238911,0.60966008,0.036647782,1.667044356,0.044332389,22.68177424,87.33238911,0.991331823,3.519943347,0.82,13.63437198,8
5.554204168,0.685135007,0.040840834,1.583183326,0.044542042,19.32733304,87.54204168,0.991667267,3.532522501,0.82,13.40375415,8
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8
5.528191337,0.591488813,0.035638267,1.687234653,0.044281913,23.48938611,87.28191337,0.991251061,3.516914802,0.82,13.6898953,8
6.811751115,0.586575844,0.266007808,2.559066284,0.062385994,13.58054493,61.13073614,0.994981557,3.449361855,0.841073932,12.84731517,8
5.318016101,0.647911539,0.139294901,1.681983899,0.052049597,15.28981216,70.14101971,0.992071019,3.635195706,0.782402147,13.41697048,8
5.582895629,0.788424263,0.046579126,1.468417485,0.044828956,14.73669941,87.82895629,0.99212633,3.549737377,0.82,13.08814808,8
12.05289566,0.317092093,0.678460596,2.179736876,0.07037895,6.911840566,29,0.998296764,2.915460466,0.813921063,9.951973428,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
12.50840166,0.331842682,0.716476987,2.411380795,0.072986444,6,28.29539735,0.998707046,2.90395649,0.810840166,10.05365695,8
11.49657969,0.573123305,0.677560757,4.746354564,0.083882988,6,20.51215145,0.998784878,3.168586851,0.709657969,12.85562548,8
12.02630055,0.308207189,0.691315028,2.307568646,0.073434249,6,26.84862708,0.998287654,2.928405891,0.837928108,10.14063405,8
